cell_id,cell_type,batch,split
human3_lib4.final_cell_0332,ductal,inDrop3,validation
HP1508501T2D_F14,macrophage,smartseq2,train
Sample_439,alpha,smarter,train
D17All2_21,beta,celseq,test
Sample_430,alpha,smarter,train
human3_lib3.final_cell_0124,beta,inDrop3,train
HP1504901_F24,alpha,smartseq2,validation
human3_lib1.final_cell_0768,gamma,inDrop3,train
HP1509101_F18,acinar,smartseq2,train
6th-C42_S75,beta,fluidigmc1,test
human3_lib3.final_cell_0254,beta,inDrop3,train
human2_lib1.final_cell_0180,alpha,inDrop2,validation
human3_lib2.final_cell_0612,alpha,inDrop3,train
human1_lib1.final_cell_0522,beta,inDrop1,train
D30-5_35,delta,celseq2,test
HP1502401_I14,acinar,smartseq2,test
human3_lib2.final_cell_0569,acinar,inDrop3,train
human2_lib2.final_cell_0279,ductal,inDrop2,train
human1_lib3.final_cell_0231,acinar,inDrop1,train
D30-6_93,activated_stellate,celseq2,test
human2_lib1.final_cell_0146,alpha,inDrop2,train
HP1507101_C18,alpha,smartseq2,train
D29-4_77,alpha,celseq2,test
Sample_1469,alpha,smarter,train
Sample_387,alpha,smarter,train
human3_lib1.final_cell_0080,acinar,inDrop3,test
human1_lib2.final_cell_0572,ductal,inDrop1,train
HP1502401_O7,beta,smartseq2,train
human2_lib3.final_cell_0293,beta,inDrop2,test
human3_lib1.final_cell_0674,alpha,inDrop3,train
human3_lib4.final_cell_0230,delta,inDrop3,train
human1_lib1.final_cell_0487,beta,inDrop1,train
human3_lib4.final_cell_0765,alpha,inDrop3,train
human2_lib1.final_cell_0049,ductal,inDrop2,validation
12th-C15_S183,beta,fluidigmc1,train
HP1507101_D21,alpha,smartseq2,train
D30-5_70,alpha,celseq2,train
human3_lib3.final_cell_0576,ductal,inDrop3,train
human3_lib1.final_cell_0655,acinar,inDrop3,train
human1_lib1.final_cell_0319,endothelial,inDrop1,train
human3_lib3.final_cell_0608,activated_stellate,inDrop3,train
human3_lib4.final_cell_0668,alpha,inDrop3,test
D29-5_6,gamma,celseq2,test
Sample_600,delta,smarter,test
human2_lib3.final_cell_0563,ductal,inDrop2,train
Sample_1508,alpha,smarter,test
human1_lib1.final_cell_0280,alpha,inDrop1,train
human4_lib1.final_cell_0340,beta,inDrop4,train
HP1502401_D20,alpha,smartseq2,train
10th_C64_S112,beta,fluidigmc1,train
D29-4_72,alpha,celseq2,train
human1_lib3.final_cell_0597,mast,inDrop1,train
HP1504901_N18,ductal,smartseq2,validation
human3_lib2.final_cell_0370,activated_stellate,inDrop3,train
D30-8_67,alpha,celseq2,train
human1_lib3.final_cell_0252,ductal,inDrop1,train
HP1507101_J5,alpha,smartseq2,train
human2_lib2.final_cell_0156,alpha,inDrop2,validation
human1_lib2.final_cell_0586,quiescent_stellate,inDrop1,train
human3_lib3.final_cell_0146,endothelial,inDrop3,train
human1_lib2.final_cell_0566,endothelial,inDrop1,validation
HP1504101T2D_K19,acinar,smartseq2,train
human3_lib4.final_cell_0081,acinar,inDrop3,test
human1_lib1.final_cell_0340,beta,inDrop1,test
human1_lib2.final_cell_0605,beta,inDrop1,validation
D30-3_82,delta,celseq2,validation
human3_lib4.final_cell_0426,ductal,inDrop3,train
human1_lib1.final_cell_0323,epsilon,inDrop1,train
human1_lib1.final_cell_0425,beta,inDrop1,train
D29-5_66,delta,celseq2,validation
human1_lib2.final_cell_0090,beta,inDrop1,test
human1_lib3.final_cell_0656,quiescent_stellate,inDrop1,test
human1_lib1.final_cell_0549,beta,inDrop1,train
human4_lib1.final_cell_0526,ductal,inDrop4,train
human2_lib3.final_cell_0301,beta,inDrop2,train
human4_lib3.final_cell_0206,activated_stellate,inDrop4,train
D30-3_60,alpha,celseq2,train
human3_lib3.final_cell_0525,acinar,inDrop3,train
D30-4_27,ductal,celseq2,train
human3_lib2.final_cell_0195,alpha,inDrop3,train
Sample_485,alpha,smarter,train
human3_lib4.final_cell_0398,alpha,inDrop3,train
human1_lib2.final_cell_0014,delta,inDrop1,train
D31-5_93,alpha,celseq2,train
human3_lib3.final_cell_0527,beta,inDrop3,train
human4_lib1.final_cell_0462,ductal,inDrop4,test
human3_lib3.final_cell_0745,acinar,inDrop3,train
human3_lib4.final_cell_0496,alpha,inDrop3,train
human3_lib2.final_cell_0300,acinar,inDrop3,train
human4_lib3.final_cell_0052,beta,inDrop4,validation
12th-C36_S158,activated_stellate,fluidigmc1,train
human3_lib4.final_cell_0785,gamma,inDrop3,train
human1_lib3.final_cell_0099,beta,inDrop1,train
D31-6_49,beta,celseq2,validation
human1_lib2.final_cell_0424,endothelial,inDrop1,train
human3_lib1.final_cell_0026,acinar,inDrop3,train
HP1507101_M6,alpha,smartseq2,train
human3_lib2.final_cell_0798,mast,inDrop3,train
HP1502401_I16,alpha,smartseq2,test
HP1508501T2D_L21,ductal,smartseq2,train
D28-6_29,alpha,celseq2,train
D74_58,ductal,celseq,validation
human3_lib1.final_cell_0071,endothelial,inDrop3,train
D172444_36,alpha,celseq,validation
human2_lib2.final_cell_0451,alpha,inDrop2,train
human3_lib4.final_cell_0774,ductal,inDrop3,validation
Sample_149,beta,smarter,train
human3_lib4.final_cell_0395,alpha,inDrop3,train
D30-6_82,alpha,celseq2,train
human1_lib2.final_cell_0044,delta,inDrop1,train
HP1509101_K22,alpha,smartseq2,validation
human3_lib3.final_cell_0793,beta,inDrop3,test
HP1504101T2D_N8,alpha,smartseq2,validation
human4_lib1.final_cell_0289,alpha,inDrop4,train
human1_lib3.final_cell_0040,delta,inDrop1,test
human1_lib1.final_cell_0040,delta,inDrop1,validation
D71_80,ductal,celseq,train
Sample_1559,gamma,smarter,train
8th-C65_S113,beta,fluidigmc1,test
13th_C39_S153,beta,fluidigmc1,test
Sample_804,beta,smarter,train
human2_lib2.final_cell_0165,delta,inDrop2,train
Sample_758,beta,smarter,test
D30-3_22,delta,celseq2,train
human2_lib2.final_cell_0598,alpha,inDrop2,train
human2_lib1.final_cell_0025,ductal,inDrop2,validation
D31-2_47,beta,celseq2,train
D31-6_11,acinar,celseq2,validation
HP1504101T2D_O16,alpha,smartseq2,train
HP1502401_C20,delta,smartseq2,test
Sample_1363,alpha,smarter,train
D31-1_80,gamma,celseq2,train
human2_lib1.final_cell_0521,alpha,inDrop2,train
HP1504901_I8,alpha,smartseq2,train
D28-6_63,acinar,celseq2,train
human2_lib3.final_cell_0505,ductal,inDrop2,validation
human3_lib3.final_cell_0747,ductal,inDrop3,validation
6th-C20_S34,beta,fluidigmc1,train
human3_lib3.final_cell_0070,acinar,inDrop3,train
HP1507101_D19,gamma,smartseq2,train
Sample_526,alpha,smarter,train
D30-3_17,ductal,celseq2,train
HP1508501T2D_J2,activated_stellate,smartseq2,train
human3_lib1.final_cell_0436,endothelial,inDrop3,train
HP1526901T2D_N3,beta,smartseq2,validation
human4_lib1.final_cell_0588,alpha,inDrop4,train
D28-1_91,ductal,celseq2,train
human3_lib1.final_cell_0639,activated_stellate,inDrop3,train
human2_lib3.final_cell_0086,ductal,inDrop2,train
HP1506401_I3,ductal,smartseq2,train
Sample_1511,alpha,smarter,train
human4_lib1.final_cell_0306,alpha,inDrop4,train
human4_lib3.final_cell_0279,alpha,inDrop4,train
D3en4_68,acinar,celseq,train
D31-8_42,beta,celseq2,train
human4_lib1.final_cell_0387,delta,inDrop4,test
human3_lib3.final_cell_0176,acinar,inDrop3,validation
6th-C57_S17,beta,fluidigmc1,train
human2_lib1.final_cell_0251,ductal,inDrop2,train
human2_lib1.final_cell_0300,alpha,inDrop2,train
Sample_970,alpha,smarter,validation
D17All2_40,alpha,celseq,train
human1_lib1.final_cell_0325,quiescent_stellate,inDrop1,train
human1_lib2.final_cell_0124,acinar,inDrop1,test
Sample_365,alpha,smarter,train
human2_lib1.final_cell_0483,beta,inDrop2,train
human4_lib3.final_cell_0528,alpha,inDrop4,train
human1_lib1.final_cell_0556,beta,inDrop1,train
human1_lib1.final_cell_0157,beta,inDrop1,train
D30-1_75,alpha,celseq2,test
HP1502401_L5,ductal,smartseq2,test
human3_lib3.final_cell_0391,beta,inDrop3,train
human3_lib2.final_cell_0357,alpha,inDrop3,train
human4_lib1.final_cell_0269,beta,inDrop4,train
HP1506401_K17,ductal,smartseq2,train
human2_lib1.final_cell_0166,alpha,inDrop2,validation
6th-C84_S64,beta,fluidigmc1,train
Sample_589,delta,smarter,train
HP1525301T2D_B1,alpha,smartseq2,train
human1_lib2.final_cell_0308,alpha,inDrop1,train
human3_lib2.final_cell_0583,alpha,inDrop3,test
HP1504101T2D_H21,alpha,smartseq2,train
D31-1_56,beta,celseq2,train
human3_lib1.final_cell_0636,ductal,inDrop3,test
human4_lib1.final_cell_0461,beta,inDrop4,test
human3_lib3.final_cell_0400,alpha,inDrop3,train
D30-2_11,acinar,celseq2,validation
human2_lib3.final_cell_0155,activated_stellate,inDrop2,validation
human3_lib2.final_cell_0011,acinar,inDrop3,train
D17TGFB_79,ductal,celseq,validation
human1_lib1.final_cell_0091,beta,inDrop1,train
HP1502401_M19,alpha,smartseq2,train
D2ex_15,acinar,celseq,train
human1_lib1.final_cell_0329,beta,inDrop1,validation
human3_lib3.final_cell_0021,acinar,inDrop3,test
D28-2_41,activated_stellate,celseq2,train
human4_lib1.final_cell_0180,delta,inDrop4,train
1st-C51_S41,alpha,fluidigmc1,train
HP1504101T2D_E18,gamma,smartseq2,train
human3_lib3.final_cell_0675,beta,inDrop3,train
HP1506401_K15,acinar,smartseq2,train
human3_lib4.final_cell_0402,gamma,inDrop3,train
D29-3_5,beta,celseq2,train
human3_lib4.final_cell_0635,beta,inDrop3,train
human3_lib2.final_cell_0825,ductal,inDrop3,train
D29-6_58,alpha,celseq2,validation
D28-6_26,delta,celseq2,train
human4_lib3.final_cell_0132,alpha,inDrop4,validation
human1_lib2.final_cell_0239,beta,inDrop1,validation
D28-7_51,acinar,celseq2,test
human3_lib2.final_cell_0576,acinar,inDrop3,train
D31-3_3,alpha,celseq2,test
HP1504101T2D_H1,gamma,smartseq2,train
human3_lib1.final_cell_0151,beta,inDrop3,validation
human3_lib3.final_cell_0617,acinar,inDrop3,train
D29-2_51,alpha,celseq2,train
human1_lib3.final_cell_0658,beta,inDrop1,train
HP1525301T2D_M7,beta,smartseq2,train
Sample_1300,alpha,smarter,train
13th_C8_S140,ductal,fluidigmc1,validation
human4_lib1.final_cell_0238,ductal,inDrop4,train
Sample_506,alpha,smarter,test
Sample_880,beta,smarter,train
human4_lib3.final_cell_0597,beta,inDrop4,train
human4_lib3.final_cell_0137,delta,inDrop4,train
D30-3_38,beta,celseq2,train
human1_lib1.final_cell_0173,acinar,inDrop1,validation
human3_lib3.final_cell_0068,acinar,inDrop3,train
D17TGFB_89,acinar,celseq,test
HP1509101_J23,ductal,smartseq2,train
human2_lib2.final_cell_0162,ductal,inDrop2,train
Sample_1075,alpha,smarter,train
Sample_876,beta,smarter,train
HP1526901T2D_A1,beta,smartseq2,train
HP1506401_E12,gamma,smartseq2,train
human4_lib3.final_cell_0675,beta,inDrop4,train
HP1525301T2D_G15,alpha,smartseq2,train
HP1525301T2D_J20,ductal,smartseq2,train
human2_lib1.final_cell_0334,endothelial,inDrop2,train
human3_lib2.final_cell_0590,alpha,inDrop3,train
human3_lib1.final_cell_0407,alpha,inDrop3,train
D74_34,ductal,celseq,train
HP1509101_G24,alpha,smartseq2,train
human2_lib1.final_cell_0453,delta,inDrop2,train
D3ex_34,ductal,celseq,test
HP1504101T2D_O11,gamma,smartseq2,train
HP1509101_K9,beta,smartseq2,train
human4_lib1.final_cell_0595,ductal,inDrop4,train
human3_lib3.final_cell_0272,acinar,inDrop3,train
D30-4_34,beta,celseq2,train
human2_lib2.final_cell_0358,quiescent_stellate,inDrop2,train
human1_lib2.final_cell_0443,delta,inDrop1,test
D31-6_28,ductal,celseq2,validation
human1_lib1.final_cell_0121,beta,inDrop1,test
human2_lib1.final_cell_0144,alpha,inDrop2,test
Sample_28,beta,smarter,validation
human3_lib1.final_cell_0141,delta,inDrop3,validation
human2_lib3.final_cell_0271,macrophage,inDrop2,train
human4_lib1.final_cell_0398,beta,inDrop4,validation
HP1504101T2D_K23,alpha,smartseq2,train
D31-6_70,endothelial,celseq2,train
human3_lib4.final_cell_0653,ductal,inDrop3,train
human3_lib2.final_cell_0874,beta,inDrop3,train
human2_lib3.final_cell_0425,gamma,inDrop2,test
human4_lib1.final_cell_0011,alpha,inDrop4,test
human1_lib1.final_cell_0032,delta,inDrop1,validation
human1_lib2.final_cell_0517,endothelial,inDrop1,train
D10631_63,ductal,celseq,train
human4_lib1.final_cell_0327,alpha,inDrop4,test
human1_lib2.final_cell_0047,delta,inDrop1,train
HP1506401_G6,beta,smartseq2,train
D30-8_19,alpha,celseq2,train
human3_lib3.final_cell_0780,beta,inDrop3,train
9th-C16_S30,beta,fluidigmc1,train
D30-4_68,alpha,celseq2,train
human3_lib2.final_cell_0361,beta,inDrop3,train
D30-1_31,ductal,celseq2,train
human2_lib2.final_cell_0239,beta,inDrop2,train
HP1504901_L12,gamma,smartseq2,train
human4_lib3.final_cell_0641,alpha,inDrop4,train
human3_lib2.final_cell_0716,activated_stellate,inDrop3,train
human4_lib1.final_cell_0148,ductal,inDrop4,test
human4_lib1.final_cell_0469,ductal,inDrop4,validation
HP1504901_E23,gamma,smartseq2,train
HP1526901T2D_D9,alpha,smartseq2,test
D31-6_86,acinar,celseq2,train
human3_lib3.final_cell_0447,endothelial,inDrop3,validation
Sample_868,beta,smarter,train
D29-7_36,gamma,celseq2,train
human4_lib1.final_cell_0099,ductal,inDrop4,train
HP1504101T2D_K14,delta,smartseq2,train
HP1507101_L21,alpha,smartseq2,validation
12th-C80_S215,alpha,fluidigmc1,train
HP1509101_E4,delta,smartseq2,train
Sample_886,beta,smarter,train
human2_lib3.final_cell_0199,alpha,inDrop2,train
Sample_1422,alpha,smarter,train
HP1506401_P10,acinar,smartseq2,train
human2_lib3.final_cell_0476,alpha,inDrop2,train
D30-7_10,alpha,celseq2,validation
D17TGFB_74,acinar,celseq,validation
human3_lib3.final_cell_0423,alpha,inDrop3,train
Sample_35,beta,smarter,train
human3_lib3.final_cell_0901,quiescent_stellate,inDrop3,train
Sample_1516,alpha,smarter,validation
human1_lib2.final_cell_0354,gamma,inDrop1,train
human2_lib3.final_cell_0283,alpha,inDrop2,train
D31-7_74,delta,celseq2,train
human1_lib2.final_cell_0111,acinar,inDrop1,train
human1_lib3.final_cell_0302,beta,inDrop1,train
human2_lib2.final_cell_0101,alpha,inDrop2,test
D30-2_93,activated_stellate,celseq2,train
human2_lib3.final_cell_0250,delta,inDrop2,train
human4_lib1.final_cell_0355,ductal,inDrop4,train
HP1506401_H22,alpha,smartseq2,train
Sample_1449,alpha,smarter,test
D3en3_72,acinar,celseq,train
human2_lib3.final_cell_0236,alpha,inDrop2,validation
human1_lib2.final_cell_0141,beta,inDrop1,train
human1_lib1.final_cell_0165,beta,inDrop1,test
human3_lib1.final_cell_0016,acinar,inDrop3,train
D30-2_82,delta,celseq2,train
human2_lib3.final_cell_0542,beta,inDrop2,train
human4_lib3.final_cell_0369,alpha,inDrop4,validation
4th-C66_S36,alpha,fluidigmc1,train
D30-1_81,alpha,celseq2,test
human2_lib3.final_cell_0452,alpha,inDrop2,train
HP1507101_F22,alpha,smartseq2,validation
HP1502401_E24,acinar,smartseq2,train
human3_lib3.final_cell_0130,alpha,inDrop3,validation
human3_lib3.final_cell_0847,beta,inDrop3,train
human3_lib1.final_cell_0409,beta,inDrop3,train
human1_lib2.final_cell_0560,beta,inDrop1,train
human4_lib3.final_cell_0554,beta,inDrop4,train
D28-1_1,alpha,celseq2,train
human3_lib3.final_cell_0373,gamma,inDrop3,train
HP1508501T2D_K14,alpha,smartseq2,validation
D73_64,ductal,celseq,train
D28-7_42,ductal,celseq2,test
human2_lib1.final_cell_0447,alpha,inDrop2,validation
HP1525301T2D_E15,ductal,smartseq2,train
human4_lib3.final_cell_0385,activated_stellate,inDrop4,train
D30-2_83,beta,celseq2,train
D3en4_32,acinar,celseq,train
Sample_791,beta,smarter,train
human3_lib1.final_cell_0858,ductal,inDrop3,train
human2_lib2.final_cell_0341,alpha,inDrop2,train
human3_lib4.final_cell_0742,acinar,inDrop3,train
D17TGFB_70,alpha,celseq,validation
human1_lib3.final_cell_0308,beta,inDrop1,validation
human1_lib3.final_cell_0627,endothelial,inDrop1,train
D31-5_55,delta,celseq2,validation
human2_lib1.final_cell_0296,beta,inDrop2,train
HP1509101_G2,beta,smartseq2,train
human4_lib3.final_cell_0548,beta,inDrop4,validation
D30-7_81,activated_stellate,celseq2,train
8th-C28_S131,alpha,fluidigmc1,validation
HP1526901T2D_G22,ductal,smartseq2,train
D30-5_43,alpha,celseq2,validation
human4_lib3.final_cell_0394,gamma,inDrop4,train
human4_lib1.final_cell_0219,beta,inDrop4,test
HP1509101_M8,alpha,smartseq2,train
D30-8_31,alpha,celseq2,test
human2_lib2.final_cell_0523,ductal,inDrop2,train
human1_lib3.final_cell_0445,ductal,inDrop1,train
D29-8_14,alpha,celseq2,validation
HP1508501T2D_G22,gamma,smartseq2,train
human1_lib2.final_cell_0293,endothelial,inDrop1,validation
D1713_34,activated_stellate,celseq,train
human3_lib2.final_cell_0676,beta,inDrop3,train
human4_lib1.final_cell_0531,beta,inDrop4,train
HP1509101_D18,beta,smartseq2,train
Sample_78,beta,smarter,train
Sample_1192,alpha,smarter,train
Sample_1223,alpha,smarter,validation
Sample_1156,alpha,smarter,train
HP1526901T2D_P23,gamma,smartseq2,train
human1_lib2.final_cell_0604,beta,inDrop1,train
human3_lib4.final_cell_0860,beta,inDrop3,train
human3_lib2.final_cell_0099,acinar,inDrop3,train
2nd-C88_S84,beta,fluidigmc1,train
human2_lib2.final_cell_0421,beta,inDrop2,validation
D31-4_4,gamma,celseq2,train
human3_lib4.final_cell_0275,beta,inDrop3,train
Sample_564,alpha,smarter,train
D29-1_2,endothelial,celseq2,validation
human3_lib1.final_cell_0562,ductal,inDrop3,train
HP1526901T2D_G24,ductal,smartseq2,validation
human3_lib1.final_cell_0364,beta,inDrop3,test
human1_lib3.final_cell_0089,beta,inDrop1,train
D10631_50,acinar,celseq,train
2nd-C15_S25,beta,fluidigmc1,test
human2_lib3.final_cell_0549,ductal,inDrop2,train
HP1508501T2D_B9,alpha,smartseq2,validation
human1_lib2.final_cell_0507,gamma,inDrop1,train
HP1504101T2D_K8,gamma,smartseq2,train
human2_lib3.final_cell_0303,beta,inDrop2,train
D29-4_61,alpha,celseq2,train
D172444_50,beta,celseq,train
human4_lib3.final_cell_0612,beta,inDrop4,validation
human4_lib3.final_cell_0109,alpha,inDrop4,validation
D31-5_19,ductal,celseq2,train
human4_lib3.final_cell_0064,macrophage,inDrop4,train
human2_lib1.final_cell_0375,alpha,inDrop2,train
human1_lib2.final_cell_0203,beta,inDrop1,train
human3_lib1.final_cell_0202,beta,inDrop3,train
human3_lib3.final_cell_0607,acinar,inDrop3,test
human3_lib1.final_cell_0556,macrophage,inDrop3,train
D2ex_51,acinar,celseq,train
D28-4_74,ductal,celseq2,train
human2_lib2.final_cell_0139,alpha,inDrop2,test
HP1508501T2D_O14,alpha,smartseq2,train
human3_lib2.final_cell_0299,acinar,inDrop3,train
human3_lib2.final_cell_0487,alpha,inDrop3,train
human3_lib1.final_cell_0240,alpha,inDrop3,train
D30-7_44,beta,celseq2,train
HP1506401_H23,ductal,smartseq2,test
HP1525301T2D_B11,alpha,smartseq2,train
Sample_1067,alpha,smarter,test
HP1504901_I23,delta,smartseq2,train
D30-3_9,beta,celseq2,validation
HP1502401_B20,alpha,smartseq2,train
human2_lib3.final_cell_0518,alpha,inDrop2,train
human2_lib2.final_cell_0440,beta,inDrop2,train
D31-2_57,alpha,celseq2,validation
human1_lib3.final_cell_0081,beta,inDrop1,test
HP1526901T2D_E8,alpha,smartseq2,test
human3_lib3.final_cell_0650,alpha,inDrop3,train
human1_lib1.final_cell_0168,beta,inDrop1,train
human1_lib3.final_cell_0460,alpha,inDrop1,train
HP1504101T2D_I6,acinar,smartseq2,train
human3_lib3.final_cell_0194,acinar,inDrop3,train
human3_lib4.final_cell_0650,alpha,inDrop3,test
HP1506401_O2,ductal,smartseq2,train
human3_lib1.final_cell_0466,alpha,inDrop3,train
Sample_93,beta,smarter,train
human1_lib1.final_cell_0491,beta,inDrop1,validation
D31-3_91,alpha,celseq2,validation
HP1504101T2D_A5,alpha,smartseq2,train
D72_25,activated_stellate,celseq,train
D3en1_73,acinar,celseq,train
D28-1_67,acinar,celseq2,train
D17All1_71,beta,celseq,validation
D28-4_26,gamma,celseq2,train
human2_lib3.final_cell_0365,alpha,inDrop2,train
human3_lib1.final_cell_0442,alpha,inDrop3,train
D31-8_48,beta,celseq2,test
human4_lib3.final_cell_0087,alpha,inDrop4,train
HP1526901T2D_K11,gamma,smartseq2,validation
human4_lib3.final_cell_0276,alpha,inDrop4,train
